content	polarity	
Да.И это был ЕДИНСТВЕННЫЙ случай такого рода,но: КГБ-шник был сильно пьян,и лыка не вязал...а убили его именно потому,что смертельно испугались,найдя удостоверение комитета,и осознав,кого только что отпинали.Тогда полетела половина руководства МВД.		
такой пиар не нужен, их и так отыщут! А вот шарлатаны как раз нуждаются в пиаре, чтобы делать деньги на чужом несчастье. И все таки я допускаю, что изначально, пару-тройку раз, попадались настоящие маги, а потом, раз появился интерес у публики, все поставили на поток. Не даром Джулия Ванг и Александр Шепс по образованию актеры и прекрасно исполняли свои роли. А на Мэрилин Керо было просто приятно смотреть, правда она так и не победила, хотя три раза доходила до финала. 		
сколько там уже латвийских яхтсменов присело , ась ?		
"Turcija gan ir bezbailīga!\
Ja nu pārejās ies līdzi...\
būs kā Francijā?"		
Atliek gaidīt ar ko nemieri beigsies.		
Лукашенко надо писать с большой буквы потому что он большой диктатор А гражданка без компаса наверно была вот и заплутала А вообще если серьезно может она из приграничного района 		
Рисунок протектора такой, что глубину протектора замерить &quot;на глазок&quot; невозможно ... нельзя, так же, сказать, что она новая. Скорее всего она в допуске. Тк , действительно, их проверяют , ну и страховщики (если что) сразу начнет проверять протектор. 		
Правильно,давно надо у Сороса спросить,бабок не меряно а ему революции подавай.		
legalizeet		
Ar kamieļiem vairs nejās.		
его незаконно осудили и пытали в тюрьме. --- sochuvstvuyu emu		
Kas tik nenotiek Āfrikā.		
Labāk izdari mājas darbu,ko skolotāja uzdeva, uz poda un čučāt. Rīt uz skolu. Citādi divnieku pārnesīsi mājās un mamma neatļaus komjūteru spaidīt.		
А почему нет списка кто имел но не сумел.		
Zimbabve grib lētāku degvielu.		
Часть пиндостанцев и их подпевал, напичканных генномодифицированным фастфудом, зомбированные рекламными наперсточниками, зацикленных на различных тестах — от IQ до качества туалетной бумаги, сами себе втемяшили, что их выводы и образ жизни единственно правильные, совсем забыв о научном системном подходе. А системный подход, если говорить упрощенно, заключается в том, чтобы, замерив температуру кипящего чайника, не орать на весь мир, что это следствие вулкана в Африке, а проверить это, не в пробирке, а в реальной жизни — см. окончание ниже: 		
un cik par netīrītiem un nekaisītiem ceļiem		
Atliek gaidīt ar ko konflikts beigsies.		
Sliktos laikapstākļos jau bieži gadās, ka nolūzt riteņi! Nekā īpaša! &#x1F642		
С такими вещами не шутят, для кого-то этот день станет последним. 		
"No Lukašenkas Lejputrijas fašistu jūgā...Naktī...Pa ledu...Četrāpus. Te pat dzimumtieksmes pieminēšana būtu nevietā.\
"		
Reklāmrakstelis, vai ne? Šobrīd Teslai tāpat nav nopietnas konkurences un pārējiem svilst pēcpuses, jo šogad viņi aktīvi ienāk arī Eiropas tirgū ar Tesla Model 3. Bembim, tāpat kā pārējiem Eiropas autoražotājiem, nav nekā līdzvērtīga tehnoloģiskajā un lietojamības ziņā ko pretī piedāvāt. Tad nu ķeram un grābjam ko varam - reklamējam to kas nu ir. Bet vajag pacenstiea krietni vairāk. Arī jums, BMW ;) 		
ES atbalsta virusu!		
Latvijā pat normālos vajā (atceramies neseno video Delfos no Vecrīgas) , par mētelīšu virinātājiem pat bail ieminēties !		
Visus narikus likvidēt vajag kā segmentu . Zālīti papīpēt ? - NOŠAUT dalbajobu ! Likvidēt kā mēri pārnēsājošas žurkas ! Tirgotājus nešaut , kārt aiz PAUTIEM !!! 		
Помню, как, в начале 2000-х, был на курсах програмирования в Брюсселе. Группа была очень многонациональной, хотя преобладали «европейцы». Так вот, в первой тройке наиболее выделявшихся способностями логики были парнишка-вьетнамец, чьи родители сбежали в Европу от Вьетнамской войны и парнишка из западноафриканской страны Сьерра-Леоне, чьи родители сбежали в Европу от повстанческой армии. Краткая справка по Сьерра-Леоне: « Средняя продолжительность жизни — 54 года у мужчин, 56,5 лет у женщин. Заражённость ВИЧ — 1,6 %. Грамотность — 47 % мужчин, 24 % женщин (оценка на 2004 год)». Поэтому, предоставьте сначала все людям на Земле равные условия для развития, прекратив позорное их использование в качестве дешевой рабсилы, а потом вякайте про “генетику». 		
To dzelteno vesto galvenais architkts ar merķi sagraut es ,sēž aiz bieza mūra austrumu valstī. Un katrā valstī ir savas problemas , lai iedarbināt tautu .Un te ir tas pats.Sen jau valdibu vajadzeja apstiprināt nevis ar sīkumiem mēnesiem nemties. Jaunas vēlēšanas -būs vel sliktāk un bus haoss ,kas arī ir mērķis caram. Bija zalie cilveciņi tagad dzeltenās vestes .Vai tad tas nav skaidrs ? Te pret domes korumpantiem jāprotestē purmkārt !		
Liekas labi futbolisti ir Zimbabvē.		
Еще Грибоедов в &quot;Горе от ума&quot; писал : &quot;Ну как не порадеть родному человечку?&quot;.		
Droši vien tos kuri propogandē un piekopj pretdabiskus dzimumsakarus..kā tad citādi var noteikt kurš ir kurš?		
"Валера с четвертого\
\
все верно, пусть нормально одевается, красиво ходит, всем улыбается и ничего не делает, по крайней мере, хуже не будет!!!"		
Melnā nafta visiem patīk.		
Ļoļa Dēē, ko tu saproti no gripas ! ?		
Sākums ,,spēcīgs,, - Ryanair pasažiera lomā !!!!		
Какие вопросы - такие и ответы. Вопросов не задавалось, значит можно и не отвечать. Типичная латвийская страусиная политика, если не говорить о проблеме, то это можно приравнять к тому что проблемы нет, и продолжать жить в придуманной иллюзии. Главное не забывать обещать с три короба потенциальному электорату о том что догоним и перегоним. 		
Можно полагаться на такого союзника?Это не союзник,США -тиран.		
Varbūt nevajag braukt strādāt par intīmmeiteni uz Ēģipti, tad arī nepazudīs ?		
Причем тут Эквадор улица Саласпилс дом 89 кв.48		
Kādreiz bija ļoti laba degviela A-76. Lēta, lēji moskvičā un varēji daudz braukt. Tagad tādas degvielas nav.		
Liekas Kuveitā dēļ naftas karoja.		
Domāju, ka ar vidējo algu US$ 18,090 gadā uz rokas (oficiālie statistikas dati) kaut kā jau iztiks. 		
Ļoti labi, ka atveras arhīvi un arvien precīzāk redzam staļiniskās PSRS patieso nāves seju. Ar visiem dokumentārajiem apstiprinajumiem. Lai nu tagad krievi paķērc par Banderu, ka par fašistu atbalstītāju - tas nav nekas vairāk kā zinamais kliedziens: ķeriet zagli. Hilters jau pie varas nāca ar Staļina svētību - par viņu nobalsoja Tēlmaņa komunisti. Vārcu armija, lielā mērā, tika gatavota PSRS. Manerheims mācījās krievu tankistu skolā - līdzīgu faktu ir daudz.		
 Nu tad nebraukšu uz LV, lai arī poti uztaisīju ! Principā jau tur vairs arī nav ko darīt. 		
Alus pie mums labs, tikai lēts nav. Degviela gan jau, ka lēta. Nav nekādas pretenzijas par degvielas cenām.		
Pindosiem visi liek mīksto virsū! Brūk impērija. 		
"Viens vārds nav teikums un uz to nedrīkst attiecināt gramatikas likumus, tam nedrīkst piemērot gramatikas likumus, tam u.t.t.\
Bet divi vārdi jau ir teikums un četri un pieci vārdi? Tad kāpēc vienā gadījumā datu aizsardzība ir jāievēro, bet citā gadījumā likumam var uzspļaut virsū? \
Pat tas cilvēks, kuram nav konta bankā (nevienā), kurš nelieto mobīlo telefonu, kurš neiesaistās nekādās aptaujās un akcijās, nav pasargāts no tā, ka dati par viņu nonāk publiskā vidē vispārējai apskatei. Cilvēks vēl nav piedzimis, bet par viņu ar šādu blokķēžu palīdzību var savākt kaudzi informācijas - kas ir vecāki, kur dzīvo, materiālais nodrošinājums, kad tieši dzims, kāds būs dzimums, ar kādiem ratiņiem bērns tiks pārvadāts, kur tiks kristīts u.t.t. Un kas ir pats interesantākais - neviens speciāli par šo ģimeni un par šo bērnu speciāli nav sniedzis nekādu informāciju. neskatoties uz to, visa šī informācija ir publiski pieejama.\
Pēc līdzīga principa darbojas spiegi jau gadsimtiem ilgi - viņi apkopo un sistematizē informāciju un izsijājas vieni vai citi faktu kopumi.\
Savukārt par to, ka ,,pašreiz neeksistē tehnoloģijas, lai uzlauztu, lai atšifrētu, lai u.t.t.&quot; var gvelzt tikai tāds, kam par konkrēto tematu vai nu nav ne mazākās nojausmas, vai arī viņš ir vienkārši melis un krāpnieks. lai gan, kā jau teicu iepriekš, nav nemaz nepieciešams ko uzlauzt - informāciju var iegūt no blakusavotiem. Piemēram, kāds uzbliež pašfoto, bet kāds cits uz šīs forogrāfijas ierauga savu kaimiņu, kurš visiem deklarē, ka nekad nav bijis ārzemēs, nekad nešvinderējas ar naudu, nekad nekrāpj sievu. Bet bildē redzams, ka viņs pie Eifeļtorņa grābstās ap glītu nēģerieti, ģērbies ,,Armani&quot;, ,,Versači&quot; un ,,Guči&quot; drēbēs. Tā nu mēs, ja vajadzība spiež, varam pabradāt pa novērošanas kameru ierakstiem un papētīt, kurās bodēs kaimiņš ko ir pircis. Un to mēs varam uzzināt arī tad, ja viss tika pirkts par skaidru naudu.\
Bet vēl jau ir citi ceļi un līdzekļi, lai iegūtu jūsu dziļi personīgos datus, piemēram, CSDD vai aptieku datu bāzēs - nevajag jau neko uzlauzt - vajag vien uzzināt, ar kādu autiņu vai autiņiem jūs pārvietojaties un tālāk jau ,,delo tehņiki&quot;. Arī aptiekā pietiek vien nostāties tuvumā lai redzētu, ko un cik daudz jūs pērkat.\
Visa šī ažiotāža ar datu aizsardzību ir vajadzīga vien , lai varas mafijas varētu sev noorganizēt kārtējo barotavu - no jums plēsīs deviņas ādas, lai jūs ,,aizsargātu&quot; un tai pat laikā par šiem aizsargātajiem datiem no kāda tiks saņemts krietns žūksnis. Un atkal piemēri nav tālu jāmeklē - tie paši ,,čekas maisi&quot; - bija pāri par 20 000 kartītēm, bet palika vien kādi štrunta 4000 +. Un mēs redzam, ka tas, kurš savulaik plātījās un pat rādīja apliecību par piederību čekistu šlakai, šodien ir ,,balts un pūkains&quot;, bet kāds, kas vienkārši gribēja azibrauk ekskursijā uz Bulgāriju, šodien tiek izsmērēts pa grīdu, kā sū...s. Šim dodam pielaidi valsts noslēpuma, bet tam nedodam! Bet nav jau nekādu noslēpumu - vienkārši nav. Kas ar ko gulēja, kas, kur, kam un cik nozaga? To mēs tāpat visi zinām un kas no tā? Abreni pārdeva jo bija kukuļi no Krievijas, bija komanda no Vašingtonas un viss - mēs visi to zinām, bet tas ir valsts noslēpums - šīs ziņas ir dat aizsardzības regulas paspārnē. daudz pļāpāsi, ietupinās cietumā un nevis par to, ka zaglis zaga, bet par to, ka tu atļāvies skaļi pateikt, nedod Dievs iebilst.\
Godmanis uzmeta Latviju un ļāva nokāst amīšu baņķieriem septiņus MILJARDUS eiriku - kargins ar Krasovicki uzvārījās, Godmanis ar kliķi uzvārījās, tikai Latvijas tauta palika jaņos. Godmanim par šo un visiem pārējiem noziegumiem ordenis, bet tiem, kas atklāti par to runā, cietums.\
Un nu kārtējais mahinators mēģina mums iestāstīt, ka viņš nevis vāc datus par mums, lai tos pēcāk pārdotu, bet vienkārši ņemas ar blokķēdēm - tāds naivs pamuļķis puisēns dzenā pa kabatu blokķēdītes un tām nav nekāda sakara ar datiem par mums.&#x263A"		
būtu apstājies un palīdzējis nomainīt ratu		
Tagad, izrādās, sliktais ir Parādnieks. Kur paliks komentāri par Petraviču? Topošās labklājības minstres vīra uzņēmumā visiem minimālā alga!		
Я давно уже всё,что ты знаешь.Извини.		
Latvijas valstvīri ar stegu veršas uznēmt visu Kriveijas gejus pie sevis...		
Protams, pasiem krieviem, kuri gadiem ilgi ir zombēti ar meliem, šos faktus ir ļoti grūti pieņemt - viņu elki izrādās vienkārši asiņaini slepkavas.		
"&gt;&gt; Jamueley \
Ķīna, Filipīnas, Z.Koreja, Sīrija, Irāna, Serbija... Pietiks, iesākumam?"		
Tas viss tiek radīts , lai perfektak varētu likumiski izsekot visu par cilvēkiem ! Neticu ne vienai valsts struktūrvienībai !		
Mētelīšu virinātāji ir labāki par gejiem?		
А вы простите его,ведь он зарабатывает на кусок хлеба своей семье,и работа эта очень нелегка,а надо успеть на заказ,иначе могут написать жалобу или снизить общий балл водителя...и вам он не помешал,и никого не испугал,и времени вашего он не отнял...И ваша доброта вам воздастся обязательно.		
"Malači.\
Drīz''seit paliks tikai stendzenieks un daži politiķi, kas viņam maksā par neko."		
Чё то Федя градус понижает		
kāpēc atstājāt savus draugus te KPVLV ? :)		
"Paga, a kur tas riepas sprādziens, kaut kā redzu tikai stāvošu mašīnu, kad viss jau noticis\
Varbūt ritenis nemaz nesprāga bet nolūza, bet glupais aculiecinieks tik stročī augšā ziņu"		
Jaiet pakaļ uz Baltkrieviju pēc lētajām cigām un šņabīš aun lētās degvielas! Super,ka dzvina aizsala!		
"A kur ta' tie seši bērniņi, kuri viņiem tik mīļi un par kuriem tā tika rūpe turēta??? Ā, pareizi, reālajā dzīvē tā taču liela ķēpa... \
"		
Rok visām valstim bedri,ka asv pati beigās neiekrīt...Miers baro,nemiers posta!		
Pavļuta AP un JV ir viena un tā pati Solvitas Āboltiņas &amp; Jaunopa banda. Viņi visi ārzemju oligarha Sorosa stipendiāti un citu svešzemju globalistu biznesa interesēs strādā pret Latvijas pilsoņu interesēm. 		
Es neatbalsta kristāla nakti vienkārši. Maskava jau vairs tur neko nekontrolē, kā saprotu. Jo nu pat Krievijas federācijā formāli likums tādas aizturēšanas nepieļauj un spīdzināšanas arī nē. Bet nu ka jau rakstīju, tai islāma valstī krievijas federācijas likumi vairs nav spēkā.		
Kādam vismaz interesē, kas notiek ar degvielu. Mums atkal viss vienlaga.		
izrādijās ka maisos ir tikai neatkarības cīnītāji , vismaz no intervijām tv un radio tā sanāk 		
Глупо верить в то, что американские учёные разработали эту прививку для блага человечества. Очень настойчиво её рекламируют в странах третьего мира - в Индии, Южной Америке, Прибалтике. Это или испытание на людях ещё неизученной вакцины, или биологическое оружие по сокращению численности населения этих стран.		
un kas tieši TEV tajā ir pozitīvi? un kā patiks , kad Tevi vai Tavus mazbērnus vajās, jo kādam viņi vienkārši nepatiks?		
Tikai nevajag tagad sākt liet čugunu, ka visi BMW braucēji ir idioti un iedomīgie. Tikpat labi tas varēja būt citas markas automobilis. Cilvēki, kuri domā ka vainīga ir mašīnas emblēma - jums būrītis ir galīgi tukšs tādā gadījumā		
Liekas Zimbabve visiem priekšā degvielas problēmu risināšanā.		
 ne Форд, a Rokfeller		
В рассее путин население разводит уже 20 лет, а тут какие-то там экстрасенсы ))))		
Atliek tikai gaidīt, kas notiks ar naftas cenām.		
шведы норги и финики неплохо покупают ... эSSтония слишком мала и слишком бедна ...		
перекрашеные коммуняки конца девяностых, реальные ворюги алчные..готовые предать всех и вся ради денег..		
Atceros,kā asv &quot;palīdzēja&quot; Gruzijai iekarot D-osetīju...&#x1F602		
Būs mans jaunais smartfons. 5g man pagaidām nevajag, bet janās kameras gan vajag.		
Es varu uzrakstīt - neesmu sajūsmā par gejiem nu nemaz, bet viņus spīdzināt tikai tāpēc, ka viņi ir geji - nu tas jau ir kaut kas no komunistu/nacistu/islāmistu arsenāla.		
Делфи, вы традиционно обосрали Ригас сатиксме. Совершенно , заметим, голословно. Какой-то дурачок лазал под автобусами на конечной с телефоном( кстати, вопрос к Ригас сатиксме: А чего вы так хреново организовали охрану муниципального имущества? А если у этого дурика умысел на теракт был бы? ) и на основании какой-то фотографии вы в заголовке безаппеляционно утверждаете , что резина &quot;лысая&quot; 		
Es būtu kamieli izvēlējies. Auzu motors, nepiedūmo.		
Я давно это говорил,зато это единственное предприятие которое закупает новые покрышки по самой дорогой цене,а потом перепродать, а водитель ездит на лысых,за это меня и ушли.Наконец то сел это вор Бемхена, но Шниквалса на месте остался.Вот главный вор после своего друга Бемхена. 		
Tomēr Zimbabve.		
отсыпят маленько ...		
Viņiem tur tagad vasara. 		
tiš, kremlinu trolli, sovoku atrauga Ugi...		
Džeki normolu štelli izbidija,cerams ka nebija tik stulbi un visu preci neglabaja viena vieta.&#x1F923&#x1F923&#x1F923		
надо занести в дЫрявый бюджет ...		
Āfrika mums atkal visur priekšā.		
Все это из-за погоды, при температуре близко к 0, вирус активируется, надо избегать скопление людей		
Cik viens stulbs tikpat otrs stulbs.		
"А чего это такой ажиотаж,дела нет никакого,оговоры.\
Какое отношение он имеет к тому ,что страна в заднице.\
Пенсионный фонд- 100 млн.евро 2 го уровня \
накрылось у будущих пенсионеров-а вам Америкса суют.\
Ну не цирк?.\
По поводу кнопок на остановках Матисс уже ответил-нет нарушений,скоро и табло будут ставить."		
А то что из-за политиков нет медицины, образования, крошечные пенсии... это не варварство? Сколько людей сгубили они?		
Obligati.&#x1F923		
Kops kura laika bomzi ir vidusslanis?		
80-ых		
Valdības lēmumu paaugstināt paaugstināt degvielas cenas par 150%. Laikam iemesls, kāpēc notiek Zimbabvē demonstrācijas utt.		
Nu principā Kivičs atspoguļo KPV LV atbalstītāju un vēlētāju vidēji aritmētisko IQ!		
"Bad boys, bad boys\
Whatcha gonna do, whatcha gonna do\
When they come for you?\
"		
Delfi strādā savādi-kad vairākums komentāru ir par taisnību,tos izslēdz no aprites vai izdomā jaunu rakstu ar jaunu nosaukumu,bet kazaciņi krievu delfos-atklāti izsakās pret Latviju.......,kuriem viss ir atļauts.		
cenas interesantas...		
За даугавпилчан,замечательный город.Чего ж так мало ,то всего лишь 50.&#x1F601		
Nez vai jūs kāds gudrīši paši tās lauku mājas finansētu! 80% pārcenotas un visai bēdīgā stāvoklī. Cena viņām saimnieka izzīsta no pirksta. Bieži vien netiek pat minimums darīts, lai māja nesagrūtu, tik gaidīts naudas maiss.		
Valdībai tur ar miera nav. Ka tikai cenas pacelt.		
Максим типичный представитель офисного планктона, которые помимо своего конвейера разбираются лишь в сортах кофе и трендах урбанистики. Именно они, пытаясь хоть как-то показать свою значимость высасывают из пальца сенсацию. Это интернет - он все стерпит. Но на фоне идиотских предположений о лысой резине остаются незамеченными главные косяки предприятия. 		
Tā nu ir pašu čečenu darīšana, kā attiekties pret dažādām novirzēm.		
а накрылись ли пенсиооные фонды Скандинавских банков у скандинавсих песионеров? или у них все стабильно за счет удешевления наших уровней? 		
"Sabiedrība lasa to ko viņiem piedāvā.\
Delfi paliek arvien dzeltenāks, nožēlojami."		
jā, zaņķiprom, cik esi atvēris? jo nekas neliedz. (izņemot tos gadījumus, kad vietējie saceļ tērgu un aizraida investorus.) kādus tieši tādus apstākļus ir radījusi valdība, ka Tu nevari savu cehu atvērt laukos?		
"Кто виноват ,что у вас денег нет-надо работать и копить,глядишь тоже когда нибудь сыну или дочке акцию купишь.\
А то клаву до дыр протёрли радетили сплетен."		
"BATA, izpildi mājasdarbu, nevis izdari. :D:D \
tāds sovoks! muahahaha! "		
Duļevska pietrūkst &#x1F604		
Šis cirks līdz nākošai vecenei&#x1F600Andris ir ļoti влюбчивый человек 		
Visiem labi zināms, ka Krievijā cilvēkiem nav nekādu tiesību. 		
Stulbums. Cilvēki aiz gara laika šādas lietas dara, taču kad vajag iet vēlēt, tad visi sēž mājiņās un neko nedara		
videja alga Zimbabve ir ~110$ menesi. Gada tie ir ~1500$, no kurienes tu savus ciparus izvil;ki?		
Kāda starpība, kur viņš lido. Soctīkli ir globāli. Gaidām kārtējās izdarības! Season02. Berlīne. Skatītāju reitings tikai kāpj!		
Латвийская медицина-чистый саботаж.И врачей хватает и медсестер и денег дополнительных.Некрасивый метод Чакши выбить деньги и поднять зарплату.Просто сведите статистику пациентов,медиков и денег.		
naU vērc :D		
Ielej un nebrauc! Ilgam laikam pietiks!		
Как и большинство претендентов на должности министров она не имеет ни представления о работе, ни идей как повысить уровень и качество образования. Ощущение: что собрали посредственности с очень низким рейтингом и, ГЛАВНОЕ, у большинства нет профессионального образования. Вся политическая риторика по-прежнему крутится вокруг разделения политических сил по языковому принципу. 		
Kādam tās elektormiskastes bez valsts atbalsta vajag? Nevienam! BMW sen jau nav auto, bet riktīgs sū...! Un viņu razojumi -arī tas pats! Nerunajot par elektroauto! Voņiem, pagaidām, nav nākotne, kameŗ auto tiks tiasīti tik plāni, ka aķi sezas uz pusi ātŗka pie mīnus 10 nerunajto par lielāku mīnusu! Tesl un citi elektro auto- viņiem, pagaidam neiet! Lai kā sevi reklamē!		
П..рнул в лужу??? А если у пациента situs inversus??? Или вы тоже &quot;яжемедик&quot;,))))		
"Уже заплатили 1%,но все мало\
"		
Melnie ar kamieliem nekad nav jajusi. Tie ir likdeguni, kam kamieli patik		
Заминусуйте меня, ноооо..... Пацан к успеху шёл.... Не фортануло. 		
Aviācijas degviela, tā ir interesanta. Nekad neesmu mēģinājis to liet savā opelī.		
&quot;aprūpējušies&quot; muahahahaha! 		
nu, pēc virsraksta spriežot abi ir ragneši....		
ka doma, no ka ta valdiba partiek? Darba nodoklus tur neviens nemaksa...		
"Delfiem ar nav pilns rublis\
Visa sabiedrība sekojot Kiviča gaitām :D\
Idiotu banda"		
Lohs tik māk filmēt&#x1F602&#x1F602&#x1F602		
Ta nebija petroleja?		
Ušakam vajag izrādīties,kāda velna pēc vajag kaut kādas sniega biļetes,tāpat kas brauca tas arī brauks,vai tur sniegs vai lietus.		
Чакша должна ответить за это ноу хау выбивать деньги за то ,что уже обложено налогм.		
Bezmugurkaulnieks sarunājā lētāk! Pēc Berlīnes noteikt,ka varēs dabūt pa standarta cenu kā citas- 60 līdz 80 stundā!		
Kariņš mums ir no ASV. Tad jau mums tādi nemieri, kā Āfrikā nebūs. Lai tā būtu.		
тест		
тест		
Cik Kivičam, ellē, gadu?! 16 vai 17?- tajā vecumā tamlīdzīgi izlēcieni vēl būtu attaisnojami ar mazgadīgo bravurību. Līdz 25- ar zvaigžņu slimību. Bet pēc 30- ...jāpiekrīt Stendzeniekam		
Vispār jāpiekrīt Stendziniekam novērojumiem, secinājumiem! Patiesām prieks kam tetovēt pirmā dr....a datumu? Nē, nu, ja ir kolekcionārs, tad ok...... uz vecumu varēs ar nostalģiju nolūkoties uz savu aptetovēto kolekciju! 		
Latvijā, tādā ziņā miers.		
Tavos komentāros paspīd arī kāda gaiša doma, bet kas tev ir devis tiesības runāt par debīlu tautu. Neviens tev neliedz tā nosaukt sevi, vai mani, kādu citu, bet izbeidz vispārināt. Te tādu konkretizētāju ir daudzi no reg. komentētājiem, kuriem VISI, kas dzīvoja pirms viņiem, kas viņus (varbūt aiz pārpratuma vai cauruma prezervatīvā radīja), bet radīja arī to, ko nu jau 30-t gadus izlaupa un vēl ir ko laupīt, visi ir slikti, un slaktējami nost. Visi, atskaitot, protams, koment. autorus, ir bijuši totāli muļķi.		
Если бы еще штрафовали паскудников, которые ходят на работу с заразой и таскаются по общественным местам без необходимости - совсем хорошо было бы. Подавляющее большинство болеет из-за того, что такие наглые эгоисты ходят на работу и на учебу с соплями, заражая людей. Лечите дома свою заразу! 		
"Esmu šeit nevēlams komentētājs, ko var spriest pēc tā, ka ja uzrakstu garāku komentāru, tad parādās visādi errori uz ekrāna. Bet es tagad tā īsi. \
Nav saprotams kādēļ Staļinam un Hitleram propagandas plakātā piezīmēts mūsu kaimiņvalsts prezidents. Tad jau bija jābūt blakus arī Angelai, kā pašreizējai Vācijas līderei."		
"Написано -Прогорел фонд на 100млн.,НО БАНКИ НЕ ПОСТРАДАЛИ.\
Мол Трамп виноват,Брекзит ....итд.\
Они ,эти бабки были вложены в гос.облигации и в акции компаний."		
В Риге официально объявлена эпидемия гриппа. Так зачем же людям, имеющим машины, пересаживаться на общественный транспорт? Для того, чтобы побольше больных было?		
"tad \
Čečenija vairs nav krievijas sastāvā? Kāpēc tad putins viņiem maksā naudu?"		
Savā vecajā traktorā T-40 ielēju aviācijas degvielu. Varēja izspiest ātrumu 150 km/h. Bija labs ātrums. Visiem iesaku to pamēģināt, tas ir tā vērts.		
Kāds būtu organizatoru mērķis ,vai. destabilizēt valsti un radīt haosu ?? Ja mugurā būs tās no putlandijas eksportetas vestes ,tad viss skaidrs.Varbūt zaļas vajag kā krimā bija ? Nez kāpēc pie korumpantu midzeņa preti melngalvju namam protestu nav ???		
Aizmirsa izsvītrot...		
Zimbabve mums atkal priekšā.		
разве латгальский это официальный язык ?		
Tas tikai kārtējo reizi apliecina, ka ekonomiskā krīze sāk uzņemt apgriezienus. labāk ļautiņi pietaupiet savus uzkrājumus nebaltajai dienai.		
Vēl 1941 gada sākumā no Krievijas uz Vāciju gāja pēdējie vilcieni ar graudiem un dzelzi tirzniecība rulēja ar nacistiem :) 		
Шантаж перед Новым годом любимая маркетология латтелекома		
Надеюсь ваши дети никогда не заболеют столбняком, дифтерией, корью итд. ТОГДА сможете гордиться своей дремучестью, просижывая ночи в больницах или чего хуже. Просто 12й век какойто как почитаешь тут и ужаснешься.		
Надеюсь ваши дети никогда не заболеют столбняком, дифтерией, корью итд. ТОГДА сможете гордиться своей дремучестью, просижывая ночи в больницах или чего хуже. Просто 12й век какойто как почитаешь тут и ужаснешься.		
nupat latvijā divas tonnas aizgāja gar degunu! :-)		
Prieks par Zimbabviešiem, viņi nav mierā ar degvielas cenām. Mums ir no kā ņemt piemēru.		
А не импортным прививкам вы верите? Дело не в том - импортная, не импортная, просто мне, например, вообще не очень понятна цель этой вакцинации. Вроде эпидемий ВПЧ не наблюдалось, это же не грипп вроде. Тем более реально еще не изучена эта вакцина на 100 %. Я об этом вирусе услышала то не так давно , лет 5 назад, от дочки, когда им в школе предлагали делать вакцинацию. А до этого и знать не знала. Посоветовались с детским врачом, не особо рекомендовала, да и мне что то эта идея не понравилась, хотя ничего не имею против прививок как таковых. Отказались делать. 		
Ak tu šausmas.		
"Skumji. Trīs zaudējumi, bet par spēli Aļonai Ostapenko ir 9 dubultkļūdas - tas ir par daudz, pirmās serves procents -50%, tas ir par maz. (serve vēl joprojām ir vājā vieta) Un Marijai Sakari bija vairāk tīri uzvarēto izspēļu - 25 Aļonai Ostapenko - 17. Marijai Sakari bija arī liels fanu atbalsts.\
Bet no otras puses Aļonai Ostapenko bija rokas savainojums un tas ietekmēja sniegumu. \
Aļonai Ostapenko turnīros, kur jāaizstāv punkti, būs ļoti smagi. Šī diena Aļonai Ostapenko izmaksāja 130 punktus, un viņa rangā noslīdēs pāris vietas zemāk.\
Jāskatās kā būs tālāk. (cik es atceros pagājušogad vienā turnīrā Aļona tika līdz finālam , Vimbldonas atklātajā čempionātā līdz pusfinālam, un ASV atklātajā čempionātā līdz trešajai kārtai.) Ja nebūs tāpat vai vēl labāk, tad punkti nāks nost atkal, un lejupslīde turpināsies.\
Bet es ceru, ka tā nebūs.\
Veiksmi turpmāk!\
\
"		
Toties par mūsu &quot;maisiem&quot; notiek neatlaidīga zombēšana, ka tie lūk ir bij. LPSR bijušie aģenti, kam sen vairs neesot nekādas nozīmes, utt. Bet nē: tā kā PSRS mantiniece un aktīvu pārņēmēja ir Krievija un nekāda vienošanās starp Latviju un Krieviju par aģentūras pārņemšanu nav notikusi, visi kas ir šajos maisos, juridiski un faktiski ir Krievijas aģenti, ar visām izrietošajām sekām. Būtu dīvaini ja Krievija viņus neizmantotu - protams tādus kam ir kāds vērā ņemams statuss vai ietekme.		
А чего ждать, когда уже все сделано не в интересах русских...		
"Amerikāņiem bez ziepēm lien tikai austrumeiropa. Poļi, Baltija un vājprātīgā Ukraina.\
Pārējā loģiski domājošā pasaule vairāk neņem vērā ko amīši murmulē. Vaciešie būvē Norstream 2. Franči atklātā tekstā sūta amīšus divas mājas tālāk. Korejā Kim Čin Ins dara kā vēlas."		
Un ebreji sūc asinis no bērniem!		
Diezgan veca gaļasgabala īpašniece ar 2kg špakteli .... nothing personal, bet no skaistuma te ir kaa liidz meenesim ... :(		
Надеюсь ваши дети никогда не заболеют столбняком, дифтерией, корью итд. ТОГДА сможете гордиться своей дремучестью, просижывая ночи в больницах или чего хуже. Просто 12й век какойто как почитаешь тут и ужаснешься.		
Atodiet mums 2litrīgos apakļam ... :(( Mums pietiks !		
"Это день пенсионеров накрылись а не банков.Управляющие этими фондами за 15 лет получили 250 млн. \
В 2016 -39 млн.\
2017--42 млн зарплата управляющих,тут Америкс близко не курил."		
Vai tad gribi lai uzreiz kauj nost?		
